title,author,averagerating,totalratings,numberofpages,genre,bookformat,language
"
Doctor Who: Plague City
",Jonathan Morris,3.93,319,250,Media Tie In,Hardcover,English
"
Beverly, Right Here
",Kate DiCamillo,4.14,"4,513",241,Childrens,Hardcover,English
"
Saga: Book Three
",Brian K. Vaughan,4.72,"2,955",464,Sequential Art,Hardcover,English
"
The Silent Corner (Jane Hawk, #1)
",Dean Koontz,3.95,"30,582",434,Thriller,Hardcover,English
"
The Wolfman
",Jonathan Maberry,3.8,889,434,Thriller,Hardcover,English
"
Babylon's Ashes (The Expanse, #6)
",James S.A. Corey,4.22,"55,665",538,Science Fiction,Hardcover,English
"
I Woke Up in Love This Morning
",Jennifer Kathleen Gibbons,3.59,49,27,Short Stories,Kindle Edition,English
"
Darkness Fades (Darkness Falls, #3)
",Jessica Sorensen,3.96,"1,023",195,Paranormal,Kindle Edition,English
"
Fearless (Elemental, #1.5)
",Brigid Kemmerer,3.72,"3,845",59,Young Adult,ebook,English
"
Last Stories and Other Stories
",William T. Vollmann,3.78,248,677,Short Stories,Hardcover,English
"
Zoo (Zoo #1)
",James Patterson,3.51,"43,662",395,Fiction,Hardcover,English
"
The Italian Wife
",Kate Furnivall,3.94,"3,738",437,Historical,Paperback,English
"
Restless In The Grave (Kate Shugak, #19 / Liam Campbell, #5)
",Dana Stabenow,4.18,"3,704",371,Mystery,Hardcover,English
"
Er zijn geen messen in de keukens van deze stad
",Khaled Khalifa,2.94,"2,789",320,Fiction,Hardcover,Dutch
"
White Plague (Joe Rush, #1)
",James Abel,3.72,"1,898",324,Thriller,Hardcover,English
"
Midnight Curse (Disrupted Magic, #1)
",Melissa F. Olson,4.14,"4,299",324,Thriller,Hardcover,English
"
バクマン。 11
",Tsugumi Ohba,4.31,"1,550",192,Sequential Art,Paperback,Japanese
"
Death Comes to London (Kurland St. Mary Mystery, #2)
",Catherine Lloyd,3.88,"1,655",259,Mystery,Paperback,Japanese
"
Until June (Until Her/Him, #3)
",Aurora Rose Reynolds,4.16,"13,958",244,Romance,Kindle Edition,English
"
City of the Future
",Icy Rivers,5,2,244,Romance,ebook,English
"
Trajectory
",Richard Russo,3.82,"2,718",256,Short Stories,Hardcover,English
"
Apollo's Angels: A History of Ballet
",Jennifer Homans,3.98,"1,668",643,Nonfiction,Hardcover,English
"
Consequence: A Memoir
",Eric Fair,3.84,691,256,Autobiography,Hardcover,English
"
Earth Afire (The First Formic War, #2)
",Orson Scott Card,4.05,"13,586",399,Science Fiction,Hardcover,English
"
Shtum
",Jem Lester,4.11,"5,206",313,Fiction,Paperback,English
"
The Calculating Stars (Lady Astronaut Universe, #1)
",Mary Robinette Kowal,3.98,"25,966",431,Science Fiction,Paperback,English
"
Paradime
",Alan Glynn,3.44,439,288,Fiction,ebook,English
"
Hurricane Season
",Fernanda Melchor,4.12,"12,750",224,Fiction,Hardcover,English
"
Queens of Geek
",Jen  Wilde,3.81,"8,607",262,Contemporary,Paperback,English
"
The Churn (The Expanse, #0.2)
",James S.A. Corey,4.08,"17,656",112,Science Fiction,Kindle Edition,English
"
A Warning
",Anonymous,3.89,"11,052",259,Politics,Kindle Edition,English
"
By Midnight (Ravenwood, #1)
",Mia James,3.59,"2,236",436,Young Adult,Paperback,English
"
Pink Smog (Weetzie Bat, #0)
",Francesca Lia Block,3.73,"1,341",185,Young Adult,Hardcover,English
"
Controlling the Dead (The Famished Trilogy, #2)
",Annie Walls,4.13,"1,345",185,Young Adult,Hardcover,English
"
Elemental (Elemental, #0.5)
",Brigid Kemmerer,3.8,"6,072",50,Young Adult,Kindle Edition,English
"
The Smart One
",Jennifer Close,3.35,"6,700",340,Fiction,Hardcover,English
"
Once Upon a River
",Bonnie Jo Campbell,3.7,"7,746",348,Fiction,Hardcover,English
"
De horizon
",Patrick Modiano,3.34,"1,182",348,Fiction,Hardcover,English
"
The Tower: A Chronicle of Climbing and Controversy on Cerro Torre
",Kelly Cordes,4.29,506,400,Adventure,Hardcover,English
"
Heirs of the Body (Daisy Dalrymple, #21)
",Carola Dunn,3.9,"1,583",304,Mystery,Hardcover,English
"
Free Agent (Grimm Agency, #1)
",J.C. Nelson,3.6,"1,674",281,Fantasy,Mass Market Paperback,English
"
Death Comes To Kurland Hall (Kurland St. Mary Mystery, #3)
",Catherine Lloyd,3.94,"1,404",281,Fantasy,Mass Market Paperback,English
"
Until Jax (Until Her/Him, #2)
",Aurora Rose Reynolds,4.28,"16,036",242,Romance,Kindle Edition,English
"
The Burning World  (Warm Bodies, #2)
",Isaac Marion,3.89,"2,792",512,Horror,Hardcover,English
"
Hidden History of Connecticut Union Soldiers
",John Banks,3.8,5,208,Horror,Paperback,English
"
Μέσα απ' το Γυαλί και άλλες ιστορίες από ημιτελείς Στροφές
",Ευθυμία Δεσποτάκη,4.44,41,200,Fantasy,Paperback,"Greek, Modern (1453-)"
"
The Quantum Spy
",David Ignatius,3.76,"3,314",304,Fiction,Kindle Edition,"Greek, Modern (1453-)"
"
Shelter in Place
",Nora Roberts,4.24,"33,900",438,Romance,Hardcover,English
"
Yes We (Still) Can: Politics in the Age of Obama, Twitter, and Trump
",Dan Pfeiffer,4.18,"7,301",304,Politics,Hardcover,English
"
The Secret Daughter
",Kelly Rimmer,4.03,"10,611",321,Fiction,Kindle Edition,English
"
Saga: Book One
",Brian K. Vaughan,4.68,"10,200",504,Sequential Art,Hardcover,English
"
It Only Happens in the Movies
",Holly Bourne,3.95,"14,459",410,Romance,Paperback,English
"
Frog Song
",Brenda Z. Guiberson,4.03,630,40,Childrens,Hardcover,English
"
The Sin Eater’s Daughter (The Sin Eater’s Daughter, #1)
",Melinda Salisbury,3.48,"15,002",320,Fantasy,Hardcover,English
"
Drive (The Expanse, #2.6)
",James S.A. Corey,3.99,"6,907",30,Science Fiction,ebook,English
"
Frozen Hell
",John W. Campbell Jr.,3.77,607,129,Horror,Paperback,English
"
Lunarmorte
",Samantha Young,4,"12,432",298,Fantasy,Paperback,English
"
Claire of the Sea Light
",Edwidge Danticat,3.66,"9,454",238,Fiction,Hardcover,English
"
The Watchman's Rattle: A New Way to Understand Complexity, Collapse, and Correction
",Rebecca D. Costa,3.97,539,238,Fiction,Hardcover,English
"
De Nederlandse erotische literatuur in 80 en enige verhalen
",Elsbeth Etty,4.3,10,1042,Fiction,Hardcover,Dutch
"
See Me
",Nicholas Sparks,3.97,"74,225",482,Romance,Hardcover,English
"
Revive (The Sheysu's Gold Series, #1)
",Sunita Venchard,4,26,482,Romance,Hardcover,English
"
Gone West (Daisy Dalrymple, #20)
",Carola Dunn,3.71,"1,715",304,Mystery,Hardcover,English
"
Wish Bound (Grimm Agency, #3)
",J.C. Nelson,3.92,513,304,Mystery,Hardcover,English
"
Shouldn't You Be in School? (All the Wrong Questions, #3)
",Lemony Snicket,4.18,"6,626",327,Mystery,Hardcover,English
"
Until July (Until Her/Him, #1)
",Aurora Rose Reynolds,4.17,"20,781",240,Romance,Nook,English
"
Pickup Lines
",John Blandly,5,4,240,Romance,ebook,English
"
Monday's Lie
",Jamie  Mason,3.44,"1,153",304,Mystery,Hardcover,English
"
The Runaway Princess
",Hester Browne,3.73,"5,232",431,Womens Fiction,Paperback,English
"
Alcatraz-1259
",William G. Baker,3.67,992,246,Nonfiction,Paperback,English
"
Wild Beauty
",Anna-Marie McLemore,3.64,"6,799",368,Fantasy,Paperback,English
"
Saga: Book Two
",Brian K. Vaughan,4.66,"5,474",464,Sequential Art,Hardcover,English
"
False Knees: An Illustrated Guide to Animal Behavior
",Joshua Barkman,4.53,633,144,Sequential Art,Kindle Edition,English
"
Lying
",Sam Harris,3.88,"16,641",47,Philosophy,Kindle Edition,English
"
Χαλκομανία
",Nikolas Koutsodontis,4.08,13,62,Philosophy,Paperback,"Greek, Modern (1453-)"
"
How to Forget
",Marius Brill,3.61,64,400,Fiction,Hardcover,English
"
Everneath (Everneath, #1)
",Brodi Ashton,3.74,"50,389",370,Young Adult,Hardcover,English
"
The Future, Declassified: Megatrends That Will Undo the World Unless We Take Action
",Mathew Burrows,3.35,105,288,Nonfiction,Hardcover,English
"
The Fever Code (The Maze Runner, #0.5)
",James Dashner,4.08,"42,214",347,Young Adult,Hardcover,English
"
De geschiedenis van de erotiek : van holbewoner tot markies De Sade
",Jan Willem Geerinck,3.43,7,272,Young Adult,Paperback,Dutch
"
through infinity (Forever and a Day #1)
",Libby Austin,4.44,124,412,Contemporary,Kindle Edition,English
"
Murder in Mississippi
",John Safran,3.62,"3,518",368,Crime,Paperback,English
"
Anthem for Doomed Youth (Daisy Dalrymple, #19)
",Carola Dunn,3.85,"1,845",289,Mystery,Hardcover,English
"
Armageddon Rules (Grimm Agency, #2)
",J.C. Nelson,3.9,707,289,Mystery,Hardcover,English
"
Bakuman, Volume 12: Artist and Manga Artist (Bakuman, #12)
",Tsugumi Ohba,4.28,"1,538",197,Sequential Art,Paperback,English
"
Until Lilly (Until, #3)
",Aurora Rose Reynolds,4.26,"28,722",219,Romance,ebook,English
"
Recipe For Love
",John Blandly,5,2,219,Romance,ebook,English
"
The Mage & the Magpie (Magemother, #1)
",Austin J. Bailey,4.19,"1,440",367,Fantasy,Kindle Edition,English
"
Silver in the Wood (The Greenhollow Duology, #1)
",Emily Tesh,4.03,"9,514",112,Fantasy,Paperback,English
"
The Counselor: A Screenplay
",Cormac McCarthy,3.34,"1,634",160,Fiction,Paperback,English
"
The Butcher of Anderson Station (The Expanse, #1.5)
",James S.A. Corey,3.98,"16,249",40,Science Fiction,Kindle Edition,English
"
No One Is Too Small to Make a Difference
",Greta Thunberg,3.92,"19,960",112,Nonfiction,Paperback,English
"
Ella Bella
",Jennifer Kathleen Gibbons,3.76,21,202,Nonfiction,ebook,English
"
The Big Book of Christmas Mysteries
",Otto Penzler,3.97,864,654,Mystery,Paperback,English
"
The Book Of Human Skin
",Michelle Lovric,3.93,"2,057",500,Historical,Paperback,English
"
Lost in Time (Blue Bloods, #6)
",Melissa de la Cruz,4.04,"26,484",342,Paranormal,Hardcover,English
"
Inside the Maze Runner: The Guide to the Glade
",James Dashner,4.19,"1,198",128,Young Adult,Paperback,English
"
Saving Sophie (Liam Taggart & Catherine Lockhart, #2)
",Ronald H. Balson,4.07,"9,680",448,Fiction,Paperback,English
"
Inside the O'Briens
",Lisa Genova,3.99,"43,175",353,Fiction,Kindle Edition,English
"
The World Without You
",Joshua Henkin,3.38,"3,228",321,Fiction,Hardcover,English
"
The British Columbia cookbook
",Eric Pateman,0,0,160,Fiction,Spiral-bound,English
"
Codex Roboticus
",Jens Maria Weber,4.23,13,96,Fantasy,Hardcover,German
"
The Amber Keeper
",Freda Lightfoot,3.81,"8,143",384,Historical,Paperback,English
"
Destroyer Angel (Anna Pigeon, #18)
",Nevada Barr,3.83,"5,574",342,Mystery,Hardcover,English
"
Someone Else's Love Story
",Joshilyn Jackson,3.66,"13,794",320,Fiction,Hardcover,English
"
The Grendel Affair (SPI Files, #1)
",Lisa Shearin,3.76,"4,219",320,Fiction,Hardcover,English
"
Bakuman, Volume 15
",Tsugumi Ohba,4.29,"1,406",192,Sequential Art,Paperback,Japanese
"
Until Nico (Until, #4)
",Aurora Rose Reynolds,4.31,"28,292",238,Romance,Paperback,Japanese
"
Washington Christmas
",John Blandly,5,2,238,Romance,ebook,Japanese
"
Schott's Quintessential Miscellany
",Ben Schott,3.9,133,160,Nonfiction,Hardcover,English
"
A Long Time Gone
",Karen   White,4.09,"7,197",432,Fiction,Hardcover,English
"
The Ice Cream Queen of Orchard Street
",Susan Jane Gilman,3.73,"9,849",432,Fiction,Hardcover,English
"
180 Seconds
",Jessica Park,3.98,"15,760",300,Romance,Paperback,English
"
Unaccountable: What Hospitals Won't Tell You and How Transparency Can Revolutionize Health Care
",Marty Makary,4.28,"1,258",256,Nonfiction,Hardcover,English
"
La Justicière
",Marc Aubin,3.76,104,552,Thriller,Paperback,French
"
Beasts of Extraordinary Circumstance
",Ruth Emmie Lang,4.2,"17,391",346,Fantasy,Hardcover,English
"
Doctor Who: Trail of the White Worm
",Alan Barnes,3.53,183,346,Media Tie In,Audio CD,English
"
Stalin: New Biography of a Dictator
",Oleg V. Khlevniuk,4.19,924,425,History,Kindle Edition,
"
The DUFF: Designated Ugly Fat Friend
",Kody Keplinger,3.82,"188,419",320,Young Adult,Paperback,English
"
The Maze Runner Files
",James Dashner,3.7,"11,923",50,Young Adult,ebook,English
"
The Last Kiss: A True Story of Love, Joy and Loss
",Leslie    Brody,4.15,130,230,Autobiography,Paperback,English
"
De verrekijker
",Kees van Kooten,3.06,771,95,European Literature,Hardcover,Dutch
"
THE BLUE FOLIO
",Matt McMahon,3.78,9,223,European Literature,Paperback,English
"
The Trade Off
",Louise Maniscalco,3.81,213,255,Womens Fiction,Paperback,English
"
The Dragon Conspiracy (SPI Files, #2)
",Lisa Shearin,3.94,"2,353",292,Fantasy,Mass Market Paperback,English
"
バクマン。 17
",Tsugumi Ohba,4.28,"1,382",192,Sequential Art,Paperback,Japanese
"
City of Jasmine
",Deanna Raybourn,3.68,"2,039",354,Historical,Paperback,English
"
All Four Stars (All Four Stars, #1)
",Tara Dairman,4.18,"2,868",288,Childrens,Hardcover,English
"
The Penderwicks in Spring (The Penderwicks, #4)
",Jeanne Birdsall,4.42,"8,543",339,Childrens,Hardcover,English
"
Meet Caroline (American Girls: Caroline, #1)
",Kathleen Ernst,4.14,"1,697",91,Historical,Paperback,English
"
Until Trevor (Until, #2)
",Aurora Rose Reynolds,4.17,"30,966",434,Romance,ebook,English
"
William Shakespeare's The Phantom of Menace (William Shakespeare's Star Wars, #1)
",Ian Doescher,4.05,"1,752",176,Media Tie In,Hardcover,English
"
How Long 'til Black Future Month?
",N.K. Jemisin,4.29,"12,581",400,Short Stories,Hardcover,English
"
Sleep of Memory
",Patrick Modiano,3.47,986,124,Fiction,Hardcover,English
"
Unaccountable: Truth and Lies on Parliament Hill
",Kevin Page,3.95,103,224,Politics,Kindle Edition,English
"
Doctor Who: Forever Fallen
",Joshua Wanisko,3.97,112,224,Media Tie In,Audiobook,English
"
Diving Belles
",Lucy Wood,3.53,993,223,Short Stories,Hardcover,English
"
De ridders van de Ronde Tafel : Arturverhalen uit de Lage Landen
",Ingrid Biesheuvel,3.55,22,223,Short Stories,Hardcover,English
"
Misguided Angel (Blue Bloods, #5)
",Melissa de la Cruz,3.93,"38,124",265,Paranormal,Hardcover,English
"
Dream New Dreams: Reimagining My Life After Loss
",Jai Pausch,3.52,"1,469",240,Nonfiction,Hardcover,English
"
Golden State
",Stephanie Kegan,3.58,"1,009",300,Contemporary,Hardcover,English
"
The Signal Flame
",Andrew Krivak,3.97,805,288,Fiction,Kindle Edition,English
"
The Brimstone Deception (SPI Files, #3)
",Lisa Shearin,4.07,"1,827",293,Fantasy,Mass Market Paperback,English
"
Snarled Threads (Thalia's Musings, #2)
",Amethyst Marie,4.39,28,265,Fantasy,Kindle Edition,English
"
Murder at Beechwood (Gilded Newport Mysteries #3)
",Alyssa Maxwell,3.98,"1,163",304,Mystery,Paperback,English
"
Until November (Until, #1)
",Aurora Rose Reynolds,4.1,"48,550",291,Romance,Paperback,English
"
Halloween Madness
",John Blandly,4.5,2,291,Romance,ebook,English
"
The Origin of Others
",Toni Morrison,4.21,"3,279",114,Nonfiction,Hardcover,English
"
William Shakespeare's The Clone Army Attacketh (William Shakespeare's Star Wars, #2)
",Ian Doescher,4.13,"1,080",176,Media Tie In,Hardcover,English
"
It's Even Worse Than You Think: What the Trump Administration is Doing to America
",David Cay Johnston,4.06,"1,594",320,Politics,ebook,English
"
The Lemon Grove
",Ali Hosseini,3.31,529,200,Fiction,Paperback,English
"
The Taming of the Queen (The Plantagenet and Tudor Novels, #11)
",Philippa Gregory,3.92,"26,985",425,Historical,Hardcover,English
"
K.A.R.M.A
",Grant McKenzie,4.01,569,236,Mystery,Kindle Edition,English
"
Undemocratic: How Unelected, Unaccountable Bureaucrats Are Stealing Your Liberty and Freedom
",Jay Sekulow,4.23,172,336,Politics,Kindle Edition,English
"
Doctor Who: The Oseidon Adventure
",Alan Barnes,3.46,180,336,Media Tie In,Audio CD,English
"
Ghost Boy: The Miraculous Escape of a Misdiagnosed Boy Trapped Inside His Own Body
",Martin Pistorius,4.02,"21,618",288,Nonfiction,Paperback,English
"
Dark Souls
",Paula Morris,3.85,"3,151",304,Young Adult,Hardcover,English
"
Under the Poppy (Under the Poppy, #1)
",Kathe Koja,3.44,570,360,Historical,Hardcover,English
"
When Women Were Birds: Fifty-four Variations on Voice
",Terry Tempest Williams,4.18,"6,441",208,Nonfiction,Hardcover,English
"
Petty: The Biography
",Warren Zanes,4.26,"3,991",323,Music,Hardcover,English
"
My Very Best Friend
",Cathy  Lamb,4.04,"1,601",480,Fiction,Paperback,English
"
Renna Can't Remember
",Bekah Beets,4.2,5,64,Fiction,Paperback,English
"
Dark Ascension (Generation V, #4)
",M.L. Brennan,3.96,860,308,Fantasy,Mass Market Paperback,English
"
Deep In the Woods (Vampire Babylon, #6)
",Chris Marie Green,3.73,246,320,Paranormal,Paperback,English
"
Bakuman, Volume 13: Avid Readers and Love at First Sight (Bakuman, #13)
",Tsugumi Ohba,4.28,"1,448",189,Sequential Art,Paperback,English
"
Caroline's Secret Message (American Girls: Caroline, #2)
",Kathleen Ernst,4.14,860,93,Historical,Paperback,English
"
A Perfect Trade (New Jersey Ice Cats, #2)
",Anna Sugden,3.8,76,384,Sports,Paperback,English
"
Famous Fake Books
",John Blandly,5,2,384,Sports,ebook,English
"
William Shakespeare's Tragedy of the Sith's Revenge (William Shakespeare's Star Wars, #3)
",Ian Doescher,4.24,945,168,Media Tie In,ebook,English
"
Dead Man Running (Alex McKnight, #11)
",Steve Hamilton,3.84,"1,948",304,Mystery,Kindle Edition,English
"
Force of Nature (Aaron Falk, #2)
",Jane Harper,3.84,"82,469",326,Mystery,Hardcover,English
"
The Gilded Years
",Karin Tanabe,3.86,"6,789",379,Historical,Paperback,English
"
Unhistorical: Poems
",Brittany Cavallaro,3.91,22,64,Poetry,Paperback,English
"
Harry Potter: A History of Magic
",British Library,4.22,"14,855",256,Fantasy,Hardcover,English
"
The Boat Runner
",Devin Murphy,3.86,"4,388",380,Historical,Paperback,English
"
Star Wars: The Essential Reader's Companion
",Pablo Hidalgo,4.29,322,486,Media Tie In,Paperback,English
"
House Name (The House War, #3)
",Michelle West,4.31,"1,067",643,Fantasy,Hardcover,English
"
Sutton
",J.R. Moehringer,3.82,"9,318",334,Historical,Hardcover,English
"
A Dancer in the Dust
",Thomas H. Cook,3.63,257,308,Fiction,Hardcover,English
"
Thus Were Their Faces
",Silvina Ocampo,3.97,702,354,Short Stories,Paperback,English
"
The Darkest Craving (Lords of The Underworld, #10)
",Gena Showalter,4.19,"14,284",354,Short Stories,Paperback,English
"
De leesclub
",Renate Dorrestein,2.88,526,159,Fiction,Paperback,Dutch
"
C U @ 8
",Cindy Vine,3.38,21,220,Womens Fiction,Paperback,English
"
Ruthless
",Carolyn Lee Adams,3.73,"2,656",256,Young Adult,Kindle Edition,English
"
The Romanov Sisters: The Lost Lives of the Daughters of Nicholas and Alexandra
",Helen Rappaport,3.8,"23,031",492,Nonfiction,Hardcover,English
"
Night of a Thousand Stars
",Deanna Raybourn,3.82,"1,886",400,Historical,Kindle Edition,English
"
Finn
",John Blandly,4.25,4,12,Historical,Kindle Edition,English
"
William Shakespeare's The Empire Striketh Back (William Shakespeare's Star Wars, #5)
",Ian Doescher,4.29,"4,601",172,Media Tie In,Hardcover,English
"
The Eternal World
",Christopher Farnsworth,3.78,638,357,Fantasy,Kindle Edition,English
"
Ghost Lights
",Lydia Millet,3.36,705,357,Fantasy,Kindle Edition,English
"
Βέλη και κρόκινες φλόγες (Γιοί της στάχτης, #2)
",Ελευθέριος Κεραμίδας,4.31,51,576,Fantasy,Paperback,"Greek, Modern (1453-)"
"
Janesville: An American Story
",Amy  Goldstein,4.1,"6,359",368,Nonfiction,Hardcover,English
"
Surprise Me
",Sophie Kinsella,3.43,"44,643",432,Womens Fiction,Hardcover,English
"
Storm (Elemental, #1)
",Brigid Kemmerer,3.95,"25,794",432,Womens Fiction,Hardcover,English
"
Eustace
",S.J.   Harris,3.34,255,280,Sequential Art,Hardcover,English
"
Nox
",Anne Carson,4.35,"2,992",192,Poetry,Hardcover,English
"
Palmerino
",Melissa Pritchard,3.51,77,192,Cultural,Paperback,English
"
UnWholly (Unwind, #2)
",Neal Shusterman,4.25,"51,143",416,Young Adult,ebook,English
"
Coal River
",Ellen Marie Wiseman,3.78,"5,610",327,Historical,Paperback,English
"
The Darkest Seduction (Lords of the Underworld, #9)
",Gena Showalter,4.28,"27,839",504,Romance,Mass Market Paperback,English
"
De macht van een maîtresse : hoe passie en politiek de laatste prins fataal werden
",René F.W. Diekstra,3.46,13,431,Nonfiction,Paperback,Dutch
"
The Long Hello
",Cathie Borrie,3.63,314,350,Autobiography,Hardcover,English
"
Salvation Lake (Leo Waterman, #9)
",G.M. Ford,4.19,"1,216",226,Mystery,Kindle Edition,English
"
The City of Blood (Paris Homicide, #3)
",Frédérique Molay,3.85,261,221,Mystery,Paperback,English
"
Λουάνες
",Κιάρα Καλουντζή,4.33,43,136,Fantasy,Paperback,"Greek, Modern (1453-)"
"
Into Kent (Darcy's Tale #2)
",Stanley Michael Hurd,4.12,260,292,Romance,Paperback,English
"
Caroline's Battle (American Girls: Caroline, #5)
",Kathleen Ernst,4.19,758,89,Historical,Paperback,English
"
The Forgetting Time
",Sharon Guskin,3.8,"28,515",357,Fiction,Hardcover,English
"
Flip Flops
",John Blandly,5,1,357,Fiction,ebook,English
"
William Shakespeare's The Jedi Doth Return (William Shakespeare's Star Wars, #6)
",Ian Doescher,4.27,"3,286",165,Media Tie In,Hardcover,English
"
Twisted Prey (Lucas Davenport, #28)
",John Sandford,4.36,"19,256",387,Mystery,Hardcover,English
"
The Silk Merchant's Daughter
",Dinah Jefferies,3.9,"3,837",400,Historical,Hardcover,English
"
The Mark of the Golden Dragon: Being an Account of the Further Adventures of Jacky Faber, Jewel of the East, Vexation of the West, and Pearl of the South China Sea (Bloody Jack #9)
",L.A. Meyer,4.1,"4,268",389,Historical,ebook,English
"
Hamilton: The Revolution
",Lin-Manuel Miranda,4.43,"49,848",285,Nonfiction,Hardcover,English
"
A Dream About Lightning Bugs: A Life of Music and Cheap Lessons
",Ben Folds,4.04,"3,689",319,Music,Hardcover,English
"
Binging with Babish: 100 Recipes Recreated from Your Favorite Movies and TV Shows
",Andrew Rea,4.36,858,336,Food and Drink,Hardcover,English
"
Doctor Who: Scratchman
",Tom Baker,4.03,"1,336",295,Media Tie In,Hardcover,English
"
Winter's Shadow (Winter Saga, #1)
",M.J. Hearle,3.68,"1,583",424,Fantasy,Paperback,English
"
Touch: Poems
",Henri Cole,3.97,137,67,Poetry,Hardcover,English
"
The Storm Sister (The Seven Sisters #2)
",Lucinda Riley,4.25,"39,861",502,Historical,Kindle Edition,English
"
The Darkest Surrender  (Lords of the Underworld, #8)
",Gena Showalter,4.35,"32,771",426,Romance,Mass Market Paperback,English
"
Dagelijkse kost
",Jeroen Meus,4.04,89,192,Food and Drink,Paperback,Dutch
"
Cozy Classics: Emma
",Jack  Wang,4.04,163,24,Classics,Board Book,English
"
London Underground
",Chris Angus,3.87,387,396,Thriller,Paperback,English
"
BombDown
",John Blandly,5,2,396,Thriller,Kindle Edition,English
"
Lacking Character
",Curtis White,3.51,53,196,Fiction,Paperback,English
"
The Legend of Zelda: Art & Artifacts
",Nintendo,4.51,"1,278",427,Art,Hardcover,English
"
Monsoon Summer
",Julia Gregson,3.95,"1,618",427,Art,Hardcover,English
"
Viva Jacquelina! Being an Account of the Further Adventures of Jacky Faber, Over the Hills and Far Away (Bloody Jack, #10)
",L.A. Meyer,4.12,"3,476",368,Historical,Hardcover,English
"
Echo (Alex Benedict, #5)
",Jack McDevitt,3.91,"2,972",371,Science Fiction,Hardcover,English
"
The Deep
",Rivers Solomon,3.8,"20,101",166,Fantasy,Hardcover,English
"
Believer: My Forty Years in Politics
",David Axelrod,4.16,"2,290",528,Politics,Hardcover,English
"
The Broken Council (The Guardian Chronicles, #1)
",Steven R. Burke,3.47,68,276,Fantasy,Paperback,English
"
Spirit (Elemental, #3)
",Brigid Kemmerer,3.99,"8,327",276,Fantasy,Paperback,English
"
Mot: A Memoir
",Sarah Einstein,4.52,135,276,Fantasy,Paperback,English
"
Red Doc>
",Anne Carson,4.09,"2,393",171,Poetry,Hardcover,English
"
The Hunters (Brotherband Chronicles, #3)
",John Flanagan,4.45,"16,402",403,Fantasy,Hardcover,English
"
The Darkest Lie (Lords of the Underworld, #6)
",Gena Showalter,4.27,"35,745",442,Romance,Paperback,English
"
A Mad Zombie Party (White Rabbit Chronicles, #4)
",Gena Showalter,4.25,"6,148",448,Young Adult,Hardcover,English
"
Dagelijkse kost 2
",Jeroen Meus,3.97,70,192,Food and Drink,Paperback,Dutch
"
Crossing the Line (Paris Homicide, #2)
",Frédérique Molay,3.94,294,224,Mystery,Paperback,Dutch
"
Breakaway (Portland Storm, #1)
",Catherine Gayle,3.99,"6,041",322,Romance,Kindle Edition,English
"
Urban Myths & Ghost Stories
",John Blandly,5,3,322,Romance,Kindle Edition,English
"
The Small Disasters LP
",Lindsay Daigle,5,2,71,Romance,Paperback,English
"
The Legend of Zelda: Hyrule Historia
",Nintendo,4.56,"7,854",274,Fantasy,Hardcover,English
"
Leverage in Death (In Death, #47)
",J.D. Robb,4.36,"17,711",385,Mystery,Hardcover,English
"
On Folly Beach
",Karen   White,4.07,"12,802",416,Fiction,Paperback,English
"
Boston Jacky: Being an Account of the Further Adventures of Jacky Faber, Taking Care of Business
",L.A. Meyer,4.05,"2,578",373,Historical,Kindle Edition,English
"
Caesar's Last Breath: Decoding the Secrets of the Air Around Us
",Sam Kean,4.23,"3,145",384,Science,Hardcover,English
"
Everlasting (Everlasting, #1)
",Angie Frazier,3.7,"1,987",384,Science,Hardcover,English
"
Why We Are Here: Mobile and the Spirit of a Southern City
",Edward O. Wilson,4.49,103,384,Science,Hardcover,English
"
Deviant Behavior (Thomas Black, #5)
",Earl Emerson,3.91,312,213,Mystery,Paperback,English
"
Girls in White Dresses
",Jennifer Close,3.16,"33,667",294,Fiction,Hardcover,English
"
Arcadia Falls
",Carol Goodman,3.74,"7,560",368,Mystery,ebook,English
"
The Royal Ranger (Ranger's Apprentice #12 Ranger's Apprentice: The Royal Ranger #1)
",John Flanagan,4.21,"28,421",464,Fantasy,Hardcover,English
"
The Darkest Secret (Lords of the Underworld, #7)
",Gena Showalter,4.26,"31,106",410,Romance,Paperback,English
"
Dagelijkse kost 3
",Jeroen Meus,3.93,45,410,Romance,Paperback,English
"
バクマン。 16
",Tsugumi Ohba,4.27,"1,279",192,Sequential Art,Paperback,Japanese
"
Majestic
",Pantson Fire,3.88,8,325,Sports,ebook,English
"
Midsummer Night (Lady Julia Grey, #3.5)
",Deanna Raybourn,3.84,"3,207",56,Mystery,Kindle Edition,English
"
Any Man of Mine (Chinooks Hockey Team, #6)
",Rachel Gibson,3.98,"15,729",373,Romance,Paperback,English
"
Art eBook
",John Blandly,5,2,373,Romance,ebook,English
"
Sequence
",A.F. Moritz,4.27,15,128,Poetry,Paperback,English
"
The Devil's Cave (Bruno, Chief of Police, #5)
",Martin  Walker,4.05,"4,544",352,Mystery,Hardcover,English
"
Wild Rover No More: Being the Last Recorded Account of the Life & Times of Jacky Faber (Bloody Jack Adventures Book 12)
",L.A. Meyer,4.36,"2,256",368,Historical,Kindle Edition,English
"
All the Lives He Led
",Frederik Pohl,2.92,263,349,Science Fiction,Hardcover,English
"
Lightbringer (Lightbringer, #1)
",K.D. McEntire,3.49,329,319,Young Adult,Hardcover,English
